,id,semester,sarappd_apdc_code,attendance_status,act_composite,rec_test_plan,fafsa_ind,rec_country_of_orig,rec_eof_location,gender,major,saradap_admt_code,program,first_gen_ind,math_readiness_ind,pckg_group_ind,concentration,housing_interest,hs_name,overall_gpa,major_desc,spraddr_cnty_code,age,saradap_majr_code_conc_1,housing,final_grade,hs_state,hs_county,saradap_styp_code_2,spraddr_stat_code,col_desc,sarappd_apdc_date,rec_completed_date,hous_dep_paid,hs_city,sat_erbw,dchs_ind,sat_math,sat_total,col_state,ethnicity
1848,130807,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,f,HLSC,FR,EXSC-BS,FGNN: Graduated from college: Bachelors degree,Y,UGONN,GENE,HO,JAMES CALDWELL HIGH SCHOOL,3.6,Exercise Science,13,18,COND,Y,A-,NJ,Essex,F,NJ,,2022-02-10,2021-10-15,,WEST CALDWELL,600.0,,510.0,1110,,Caucasian or White
1849,130807,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,f,HLSC,FR,EXSC-BS,FGNN: Graduated from college: Bachelors degree,Y,UGONN,GENE,HO,JAMES CALDWELL HIGH SCHOOL,3.6,Exercise Science,13,18,COND,Y,A-,NJ,Essex,F,NJ,,2022-02-10,2021-10-15,,WEST CALDWELL,600.0,,510.0,1110,,Caucasian or White
1850,130803,fall,IE,ft,,I will submit SAT or ACT scores,Y,,Main Campus - Verified,f,HLSC,EO,HLTH-BS,,Y,UGONN,GENE,HO,CHERRY HILL WEST HIGH SCHOOL,3.9,Health Science,7,18,COND,Y,A,NJ,Camden,F,NJ,CAMDEN COUNTY COLLEGE,2022-01-05,2021-10-15,,CHERRY HILL,630.0,,500.0,1130,NJ,Caucasian or White
1851,130803,fall,IE,ft,,I will submit SAT or ACT scores,Y,,Main Campus - Verified,f,HLSC,EO,HLTH-BS,,Y,UGONN,GENE,HO,CHERRY HILL WEST HIGH SCHOOL,3.9,Health Science,7,18,COND,Y,A,NJ,Camden,F,NJ,CAMDEN COUNTY COLLEGE,2022-01-05,2021-10-15,,CHERRY HILL,630.0,,500.0,1130,NJ,Caucasian or White
1852,130803,fall,IE,ft,,I will submit SAT or ACT scores,Y,,Main Campus - Verified,f,HLSC,EO,HLTH-BS,,Y,UGONN,GENE,HO,CHERRY HILL WEST HIGH SCHOOL,3.9,Health Science,7,18,COND,Y,A,NJ,Camden,F,NJ,CAMDEN COUNTY COLLEGE,2022-01-05,2021-10-15,,CHERRY HILL,630.0,,500.0,1130,NJ,Caucasian or White
1853,130803,fall,IE,ft,,I will submit SAT or ACT scores,Y,,Main Campus - Verified,f,HLSC,EO,HLTH-BS,,Y,UGONN,GENE,HO,CHERRY HILL WEST HIGH SCHOOL,3.9,Health Science,7,18,COND,Y,A,NJ,Camden,F,NJ,CAMDEN COUNTY COLLEGE,2022-01-05,2021-10-15,,CHERRY HILL,630.0,,500.0,1130,NJ,Caucasian or White
1854,130802,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,FGNN: Graduated from college: Bachelors degree,Y,UGONN,GENE,HO,CUMBERLAND REGIONAL HIGH SCHOO,4.0,Health Science,11,18,COND,Y,A,NJ,Cumberland,F,NJ,,2022-01-11,2021-10-15,Y,SEABROOK,,,,0,,More Than 1 Race
1855,130802,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,FGNN: Graduated from college: Bachelors degree,Y,UGONN,GENE,HO,CUMBERLAND REGIONAL HIGH SCHOO,4.0,Health Science,11,18,COND,Y,A,NJ,Cumberland,F,NJ,,2022-01-11,2021-10-15,Y,SEABROOK,,,,0,,More Than 1 Race
1856,130802,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,FGNN: Graduated from college: Bachelors degree,Y,UGONN,GENE,HO,CUMBERLAND REGIONAL HIGH SCHOO,4.0,Health Science,11,18,COND,Y,A,NJ,Cumberland,F,NJ,,2022-01-11,2021-10-15,Y,SEABROOK,,,,0,,More Than 1 Race
1857,130802,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,FGNN: Graduated from college: Bachelors degree,Y,UGONN,GENE,HO,CUMBERLAND REGIONAL HIGH SCHOO,4.0,Health Science,11,18,COND,Y,A,NJ,Cumberland,F,NJ,,2022-01-11,2021-10-15,Y,SEABROOK,,,,0,,More Than 1 Race
1858,130799,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,ENSC,FR,ENVL_BS,FGNN: Graduated from college: Bachelors degree,Y,UGWPN,SSHY,,HOLY SPIRIT HIGH SCHOOL,3.1,Environmental Science,1,18,COND,,A,NJ,Atlantic,F,NJ,,2021-11-28,2021-10-14,,ABSECON,510.0,Y,500.0,1010,,Caucasian or White
1859,130799,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,ENSC,FR,ENVL_BS,FGNN: Graduated from college: Bachelors degree,Y,UGWPN,SSHY,,HOLY SPIRIT HIGH SCHOOL,3.1,Environmental Science,1,18,COND,,D,NJ,Atlantic,F,NJ,,2021-11-28,2021-10-14,,ABSECON,510.0,Y,500.0,1010,,Caucasian or White
1860,130799,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,ENSC,FR,ENVL_BS,FGNN: Graduated from college: Bachelors degree,Y,UGWPN,SSHY,,HOLY SPIRIT HIGH SCHOOL,3.1,Environmental Science,1,18,COND,,B,NJ,Atlantic,F,NJ,,2021-11-28,2021-10-14,,ABSECON,510.0,Y,500.0,1010,,Caucasian or White
1861,130799,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,ENSC,FR,ENVL_BS,FGNN: Graduated from college: Bachelors degree,Y,UGWPN,SSHY,,HOLY SPIRIT HIGH SCHOOL,3.1,Environmental Science,1,18,COND,,A,NJ,Atlantic,F,NJ,,2021-11-28,2021-10-14,,ABSECON,510.0,Y,500.0,1010,,Caucasian or White
1862,130799,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,ENSC,FR,ENVL_BS,FGNN: Graduated from college: Bachelors degree,Y,UGWPN,SSHY,,HOLY SPIRIT HIGH SCHOOL,3.1,Environmental Science,1,18,COND,,A,NJ,Atlantic,F,NJ,,2021-11-28,2021-10-14,,ABSECON,510.0,Y,500.0,1010,,Caucasian or White
1863,130755,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BCMB,FR,BCMB,,N,REJISR,COND,HO,EGG HARBOR TOWNSHIP HS,3.58,Biochemistry Molecular Biology,1,18,COND,,B+,NJ,Atlantic,F,NJ,,2022-05-22,2022-02-14,,EGG HARBOR TOWNSHIP,,Y,,0,,Black or African American
1864,130755,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BCMB,FR,BCMB,,N,REJISR,COND,HO,EGG HARBOR TOWNSHIP HS,3.58,Biochemistry Molecular Biology,1,18,COND,,B,NJ,Atlantic,F,NJ,,2022-05-22,2022-02-14,,EGG HARBOR TOWNSHIP,,Y,,0,,Black or African American
1865,130755,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BCMB,FR,BCMB,,N,REJISR,COND,HO,EGG HARBOR TOWNSHIP HS,3.58,Biochemistry Molecular Biology,1,18,COND,,A,NJ,Atlantic,F,NJ,,2022-05-22,2022-02-14,,EGG HARBOR TOWNSHIP,,Y,,0,,Black or African American
1866,130755,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BCMB,FR,BCMB,,N,REJISR,COND,HO,EGG HARBOR TOWNSHIP HS,3.58,Biochemistry Molecular Biology,1,18,COND,,X,NJ,Atlantic,F,NJ,,2022-05-22,2022-02-14,,EGG HARBOR TOWNSHIP,,Y,,0,,Black or African American
1867,130744,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,N,UGONN,COND,HO,CENTRAL REGIONAL HIGH SCHOOL,3.85,Health Science,29,18,COND,Y,A-,NJ,Ocean,F,NJ,,2022-03-24,2021-10-27,,BAYVILLE,440.0,,470.0,910,,Caucasian or White
1868,130744,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,N,UGONN,COND,HO,CENTRAL REGIONAL HIGH SCHOOL,3.85,Health Science,29,18,COND,Y,A-,NJ,Ocean,F,NJ,,2022-03-24,2021-10-27,,BAYVILLE,440.0,,470.0,910,,Caucasian or White
1869,130744,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,N,UGONN,COND,HO,CENTRAL REGIONAL HIGH SCHOOL,3.85,Health Science,29,18,COND,Y,A,NJ,Ocean,F,NJ,,2022-03-24,2021-10-27,,BAYVILLE,440.0,,470.0,910,,Caucasian or White
1870,130744,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,N,UGONN,COND,HO,CENTRAL REGIONAL HIGH SCHOOL,3.85,Health Science,29,18,COND,Y,A,NJ,Ocean,F,NJ,,2022-03-24,2021-10-27,,BAYVILLE,440.0,,470.0,910,,Caucasian or White
1871,130744,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,N,UGONN,COND,HO,CENTRAL REGIONAL HIGH SCHOOL,3.85,Health Science,29,18,COND,Y,X,NJ,Ocean,F,NJ,,2022-03-24,2021-10-27,,BAYVILLE,440.0,,470.0,910,,Caucasian or White
1872,130741,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BCMB,FR,BCMB,,N,UGONN,COND,HO,JACKSON LIBERTY HIGH SCHOOL,1.67,Biochemistry Molecular Biology,29,18,COND,Y,B,NJ,Ocean,F,NJ,,2021-11-20,2021-10-05,Y,JACKSON,500.0,,420.0,920,,Caucasian or White
1873,130741,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BCMB,FR,BCMB,,N,UGONN,COND,HO,JACKSON LIBERTY HIGH SCHOOL,1.67,Biochemistry Molecular Biology,29,18,COND,Y,W,NJ,Ocean,F,NJ,,2021-11-20,2021-10-05,Y,JACKSON,500.0,,420.0,920,,Caucasian or White
1874,130741,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BCMB,FR,BCMB,,N,UGONN,COND,HO,JACKSON LIBERTY HIGH SCHOOL,1.67,Biochemistry Molecular Biology,29,18,COND,Y,C,NJ,Ocean,F,NJ,,2021-11-20,2021-10-05,Y,JACKSON,500.0,,420.0,920,,Caucasian or White
1875,130741,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BCMB,FR,BCMB,,N,UGONN,COND,HO,JACKSON LIBERTY HIGH SCHOOL,1.67,Biochemistry Molecular Biology,29,18,COND,Y,F,NJ,Ocean,F,NJ,,2021-11-20,2021-10-05,Y,JACKSON,500.0,,420.0,920,,Caucasian or White
1876,130741,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BCMB,FR,BCMB,,N,UGONN,COND,HO,JACKSON LIBERTY HIGH SCHOOL,1.67,Biochemistry Molecular Biology,29,18,COND,Y,W,NJ,Ocean,F,NJ,,2021-11-20,2021-10-05,Y,JACKSON,500.0,,420.0,920,,Caucasian or White
1877,130738,fall,IE,ft,19.0,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BA,FGNY: Some trade school or community college,Y,UGONN,GENE,HO,CENTRAL REGIONAL HIGH SCHOOL,3.11,Biology,29,17,COND,Y,B+,NJ,Ocean,F,NJ,,2021-11-20,2021-10-05,,BAYVILLE,,,,0,,Black or African American
1878,130738,fall,IE,ft,19.0,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BA,FGNY: Some trade school or community college,Y,UGONN,GENE,HO,CENTRAL REGIONAL HIGH SCHOOL,3.11,Biology,29,17,COND,Y,C,NJ,Ocean,F,NJ,,2021-11-20,2021-10-05,,BAYVILLE,,,,0,,Black or African American
1879,130738,fall,IE,ft,19.0,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BA,FGNY: Some trade school or community college,Y,UGONN,GENE,HO,CENTRAL REGIONAL HIGH SCHOOL,3.11,Biology,29,17,COND,Y,B-,NJ,Ocean,F,NJ,,2021-11-20,2021-10-05,,BAYVILLE,,,,0,,Black or African American
1880,130738,fall,IE,ft,19.0,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BA,FGNY: Some trade school or community college,Y,UGONN,GENE,HO,CENTRAL REGIONAL HIGH SCHOOL,3.11,Biology,29,17,COND,Y,A-,NJ,Ocean,F,NJ,,2021-11-20,2021-10-05,,BAYVILLE,,,,0,,Black or African American
1881,130738,fall,IE,ft,19.0,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BA,FGNY: Some trade school or community college,Y,UGONN,GENE,HO,CENTRAL REGIONAL HIGH SCHOOL,3.11,Biology,29,17,COND,Y,A,NJ,Ocean,F,NJ,,2021-11-20,2021-10-05,,BAYVILLE,,,,0,,Black or African American
1882,130734,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,MARS,FR,BIOL-BA,FGNY: Graduated from community college: Asso. degree,N,UGWPN,COND,HO,EGG HARBOR TOWNSHIP HS,2.18,Biology,1,18,COND,,F,NJ,Atlantic,F,NJ,,2022-04-27,2022-01-28,,EGG HARBOR TOWNSHIP,,Y,,0,,Caucasian or White
1883,130734,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,MARS,FR,BIOL-BA,FGNY: Graduated from community college: Asso. degree,N,UGWPN,COND,HO,EGG HARBOR TOWNSHIP HS,2.18,Biology,1,18,COND,,B+,NJ,Atlantic,F,NJ,,2022-04-27,2022-01-28,,EGG HARBOR TOWNSHIP,,Y,,0,,Caucasian or White
1884,130734,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,MARS,FR,BIOL-BA,FGNY: Graduated from community college: Asso. degree,N,UGWPN,COND,HO,EGG HARBOR TOWNSHIP HS,2.18,Biology,1,18,COND,,D,NJ,Atlantic,F,NJ,,2022-04-27,2022-01-28,,EGG HARBOR TOWNSHIP,,Y,,0,,Caucasian or White
1885,130734,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,MARS,FR,BIOL-BA,FGNY: Graduated from community college: Asso. degree,N,UGWPN,COND,HO,EGG HARBOR TOWNSHIP HS,2.18,Biology,1,18,COND,,B+,NJ,Atlantic,F,NJ,,2022-04-27,2022-01-28,,EGG HARBOR TOWNSHIP,,Y,,0,,Caucasian or White
1886,130732,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,MARS,FR,MARS-BS,FGNN: Graduated from college: Bachelors degree,Y,UGONN,COND,,EGG HARBOR TOWNSHIP HS,2.15,Marine Science,1,19,COND,,F,NJ,Atlantic,F,NJ,,2022-04-23,2022-02-15,,EGG HARBOR TOWNSHIP,480.0,Y,500.0,980,,Caucasian or White
1887,130732,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,MARS,FR,MARS-BS,FGNN: Graduated from college: Bachelors degree,Y,UGONN,COND,,EGG HARBOR TOWNSHIP HS,2.15,Marine Science,1,19,COND,,A,NJ,Atlantic,F,NJ,,2022-04-23,2022-02-15,,EGG HARBOR TOWNSHIP,480.0,Y,500.0,980,,Caucasian or White
1888,130732,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,MARS,FR,MARS-BS,FGNN: Graduated from college: Bachelors degree,Y,UGONN,COND,,EGG HARBOR TOWNSHIP HS,2.15,Marine Science,1,19,COND,,C,NJ,Atlantic,F,NJ,,2022-04-23,2022-02-15,,EGG HARBOR TOWNSHIP,480.0,Y,500.0,980,,Caucasian or White
1889,130732,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,MARS,FR,MARS-BS,FGNN: Graduated from college: Bachelors degree,Y,UGONN,COND,,EGG HARBOR TOWNSHIP HS,2.15,Marine Science,1,19,COND,,C,NJ,Atlantic,F,NJ,,2022-04-23,2022-02-15,,EGG HARBOR TOWNSHIP,480.0,Y,500.0,980,,Caucasian or White
1890,130732,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,MARS,FR,MARS-BS,FGNN: Graduated from college: Bachelors degree,Y,UGONN,COND,,EGG HARBOR TOWNSHIP HS,2.15,Marine Science,1,19,COND,,B,NJ,Atlantic,F,NJ,,2022-04-23,2022-02-15,,EGG HARBOR TOWNSHIP,480.0,Y,500.0,980,,Caucasian or White
1891,130724,fall,IE,ft,,I will submit SAT or ACT scores,Y,,Atlantic City 1 - Verified,m,MARS,EO,MARS-BA,,N,UGWPN,COND,,EGG HARBOR TOWNSHIP HS,2.12,Marine Science,1,18,COND,,D+,NJ,Atlantic,F,NJ,,2022-05-22,2022-01-18,,EGG HARBOR TOWNSHIP,430.0,,390.0,820,,Hispanic or Latino
1892,130724,fall,IE,ft,,I will submit SAT or ACT scores,Y,,Atlantic City 1 - Verified,m,MARS,EO,MARS-BA,,N,UGWPN,COND,,EGG HARBOR TOWNSHIP HS,2.12,Marine Science,1,18,COND,,D+,NJ,Atlantic,F,NJ,,2022-05-22,2022-01-18,,EGG HARBOR TOWNSHIP,430.0,,390.0,820,,Hispanic or Latino
1893,130724,fall,IE,ft,,I will submit SAT or ACT scores,Y,,Atlantic City 1 - Verified,m,MARS,EO,MARS-BA,,N,UGWPN,COND,,EGG HARBOR TOWNSHIP HS,2.12,Marine Science,1,18,COND,,C+,NJ,Atlantic,F,NJ,,2022-05-22,2022-01-18,,EGG HARBOR TOWNSHIP,430.0,,390.0,820,,Hispanic or Latino
1894,130724,fall,IE,ft,,I will submit SAT or ACT scores,Y,,Atlantic City 1 - Verified,m,MARS,EO,MARS-BA,,N,UGWPN,COND,,EGG HARBOR TOWNSHIP HS,2.12,Marine Science,1,18,COND,,B-,NJ,Atlantic,F,NJ,,2022-05-22,2022-01-18,,EGG HARBOR TOWNSHIP,430.0,,390.0,820,,Hispanic or Latino
1895,130724,fall,IE,ft,,I will submit SAT or ACT scores,Y,,Atlantic City 1 - Verified,m,MARS,EO,MARS-BA,,N,UGWPN,COND,,EGG HARBOR TOWNSHIP HS,2.12,Marine Science,1,18,COND,,X,NJ,Atlantic,F,NJ,,2022-05-22,2022-01-18,,EGG HARBOR TOWNSHIP,430.0,,390.0,820,,Hispanic or Latino
1896,130720,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,FR,CSCI,,N,UGWPN,COND,,ATLANTIC COUNTY INST OF TECH,3.5,Computer Science,1,19,COND,,B+,NJ,Atlantic,F,NJ,,2022-07-18,2022-02-01,,MAYS LANDING,,,,0,,Hispanic or Latino
1897,130720,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,FR,CSCI,,N,UGWPN,COND,,ATLANTIC COUNTY INST OF TECH,3.5,Computer Science,1,19,COND,,B-,NJ,Atlantic,F,NJ,,2022-07-18,2022-02-01,,MAYS LANDING,,,,0,,Hispanic or Latino
1898,130720,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,FR,CSCI,,N,UGWPN,COND,,ATLANTIC COUNTY INST OF TECH,3.5,Computer Science,1,19,COND,,A,NJ,Atlantic,F,NJ,,2022-07-18,2022-02-01,,MAYS LANDING,,,,0,,Hispanic or Latino
1899,130720,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,FR,CSCI,,N,UGWPN,COND,,ATLANTIC COUNTY INST OF TECH,3.5,Computer Science,1,19,COND,,A,NJ,Atlantic,F,NJ,,2022-07-18,2022-02-01,,MAYS LANDING,,,,0,,Hispanic or Latino
1900,130720,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,FR,CSCI,,N,UGWPN,COND,,ATLANTIC COUNTY INST OF TECH,3.5,Computer Science,1,19,COND,,X,NJ,Atlantic,F,NJ,,2022-07-18,2022-02-01,,MAYS LANDING,,,,0,,Hispanic or Latino
1901,130718,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,BIOL,FR,BIOL-BS,FGNN: Graduate school,Y,UGOFFN,GENE,,EGG HARBOR TOWNSHIP HS,3.38,Biology,1,18,COND,,B,NJ,Atlantic,F,NJ,,2021-11-07,2021-11-03,,EGG HARBOR TOWNSHIP,560.0,Y,560.0,1120,,Hispanic or Latino
1902,130718,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,BIOL,FR,BIOL-BS,FGNN: Graduate school,Y,UGOFFN,GENE,,EGG HARBOR TOWNSHIP HS,3.38,Biology,1,18,COND,,B,NJ,Atlantic,F,NJ,,2021-11-07,2021-11-03,,EGG HARBOR TOWNSHIP,560.0,Y,560.0,1120,,Hispanic or Latino
1903,130718,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,BIOL,FR,BIOL-BS,FGNN: Graduate school,Y,UGOFFN,GENE,,EGG HARBOR TOWNSHIP HS,3.38,Biology,1,18,COND,,B+,NJ,Atlantic,F,NJ,,2021-11-07,2021-11-03,,EGG HARBOR TOWNSHIP,560.0,Y,560.0,1120,,Hispanic or Latino
1904,130718,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,BIOL,FR,BIOL-BS,FGNN: Graduate school,Y,UGOFFN,GENE,,EGG HARBOR TOWNSHIP HS,3.38,Biology,1,18,COND,,A,NJ,Atlantic,F,NJ,,2021-11-07,2021-11-03,,EGG HARBOR TOWNSHIP,560.0,Y,560.0,1120,,Hispanic or Latino
1905,130702,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,EXSC,FR,EXSC-BS,,Y,UGONN,GENE,HO,HACKETTSTOWN HIGH SCHOOL,1.43,Exercise Science,41,18,COND,Y,D-,NJ,Warren,F,NJ,,2021-11-20,2021-09-29,Y,HACKETTSTOWN,,,,0,,Caucasian or White
1906,130702,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,EXSC,FR,EXSC-BS,,Y,UGONN,GENE,HO,HACKETTSTOWN HIGH SCHOOL,1.43,Exercise Science,41,18,COND,Y,D,NJ,Warren,F,NJ,,2021-11-20,2021-09-29,Y,HACKETTSTOWN,,,,0,,Caucasian or White
1907,130702,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,EXSC,FR,EXSC-BS,,Y,UGONN,GENE,HO,HACKETTSTOWN HIGH SCHOOL,1.43,Exercise Science,41,18,COND,Y,C-,NJ,Warren,F,NJ,,2021-11-20,2021-09-29,Y,HACKETTSTOWN,,,,0,,Caucasian or White
1908,130702,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,EXSC,FR,EXSC-BS,,Y,UGONN,GENE,HO,HACKETTSTOWN HIGH SCHOOL,1.43,Exercise Science,41,18,COND,Y,C+,NJ,Warren,F,NJ,,2021-11-20,2021-09-29,Y,HACKETTSTOWN,,,,0,,Caucasian or White
1909,130689,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,ENSC,FR,ENVL_BS,FGNN: Graduated from college: Bachelors degree,Y,UGOUTN,GENE,HO,Cumberland Valley High School ,3.1,Environmental Science,99,18,COND,Y,B,PA,Out of State,F,PA,,2022-01-15,2021-09-27,Y,MECHANICSBURG,590.0,,540.0,1130,,Caucasian or White
1910,130689,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,ENSC,FR,ENVL_BS,FGNN: Graduated from college: Bachelors degree,Y,UGOUTN,GENE,HO,Cumberland Valley High School ,3.1,Environmental Science,99,18,COND,Y,B-,PA,Out of State,F,PA,,2022-01-15,2021-09-27,Y,MECHANICSBURG,590.0,,540.0,1130,,Caucasian or White
1911,130689,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,ENSC,FR,ENVL_BS,FGNN: Graduated from college: Bachelors degree,Y,UGOUTN,GENE,HO,Cumberland Valley High School ,3.1,Environmental Science,99,18,COND,Y,B,PA,Out of State,F,PA,,2022-01-15,2021-09-27,Y,MECHANICSBURG,590.0,,540.0,1130,,Caucasian or White
1912,130689,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,ENSC,FR,ENVL_BS,FGNN: Graduated from college: Bachelors degree,Y,UGOUTN,GENE,HO,Cumberland Valley High School ,3.1,Environmental Science,99,18,COND,Y,A-,PA,Out of State,F,PA,,2022-01-15,2021-09-27,Y,MECHANICSBURG,590.0,,540.0,1130,,Caucasian or White
1913,130682,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,EXSC,FR,EXSC-BS,FGNN: Graduate school,Y,UGWPN,GENE,,EGG HARBOR TOWNSHIP HS,2.88,Exercise Science,1,18,COND,,B,NJ,Atlantic,F,NJ,,2021-11-21,2021-11-10,,EGG HARBOR TOWNSHIP,,Y,,0,,Caucasian or White
1914,130682,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,EXSC,FR,EXSC-BS,FGNN: Graduate school,Y,UGWPN,GENE,,EGG HARBOR TOWNSHIP HS,2.88,Exercise Science,1,18,COND,,B+,NJ,Atlantic,F,NJ,,2021-11-21,2021-11-10,,EGG HARBOR TOWNSHIP,,Y,,0,,Caucasian or White
1915,130682,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,EXSC,FR,EXSC-BS,FGNN: Graduate school,Y,UGWPN,GENE,,EGG HARBOR TOWNSHIP HS,2.88,Exercise Science,1,18,COND,,B,NJ,Atlantic,F,NJ,,2021-11-21,2021-11-10,,EGG HARBOR TOWNSHIP,,Y,,0,,Caucasian or White
1916,130682,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,EXSC,FR,EXSC-BS,FGNN: Graduate school,Y,UGWPN,GENE,,EGG HARBOR TOWNSHIP HS,2.88,Exercise Science,1,18,COND,,C,NJ,Atlantic,F,NJ,,2021-11-21,2021-11-10,,EGG HARBOR TOWNSHIP,,Y,,0,,Caucasian or White
1917,130660,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,m,ENVL,FR,ENVL-BA,FGNN: Graduated from college: Bachelors degree,Y,UGONN,GENE,,SOUTHERN REGIONAL HIGH SCHOOL,2.75,Environmental Studies,29,18,COND,Y,A-,NJ,Ocean,F,NJ,,2022-03-07,2021-09-20,,MANAHAWKIN,510.0,,550.0,1060,,Caucasian or White
1918,130660,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,m,ENVL,FR,ENVL-BA,FGNN: Graduated from college: Bachelors degree,Y,UGONN,GENE,,SOUTHERN REGIONAL HIGH SCHOOL,2.75,Environmental Studies,29,18,COND,Y,B+,NJ,Ocean,F,NJ,,2022-03-07,2021-09-20,,MANAHAWKIN,510.0,,550.0,1060,,Caucasian or White
1919,130660,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,m,ENVL,FR,ENVL-BA,FGNN: Graduated from college: Bachelors degree,Y,UGONN,GENE,,SOUTHERN REGIONAL HIGH SCHOOL,2.75,Environmental Studies,29,18,COND,Y,F,NJ,Ocean,F,NJ,,2022-03-07,2021-09-20,,MANAHAWKIN,510.0,,550.0,1060,,Caucasian or White
1920,130660,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,m,ENVL,FR,ENVL-BA,FGNN: Graduated from college: Bachelors degree,Y,UGONN,GENE,,SOUTHERN REGIONAL HIGH SCHOOL,2.75,Environmental Studies,29,18,COND,Y,A,NJ,Ocean,F,NJ,,2022-03-07,2021-09-20,,MANAHAWKIN,510.0,,550.0,1060,,Caucasian or White
